Abstract Feature,SHAP value
Pre-train Data Percentage,1.7647747064870303
Token Similarity,0.9057179847295662
Model Size,0.8766594208225678
Country Similarity,0.5935729720500633
Language Family,0.2012207400535997
Geographical Features,0.09660131709014343
Digital Language Support,0.06854768679338763
Resource Level,0.06394403244927514
Language Vitality,0.04000311205039415
Population,0.005869434012530027
Script,0.0044172288253903295
