Abstract Feature,SHAP value
Pre-train Data Percentage,1.7862163178836294
Token Similarity,1.0840304427838723
Model Size,0.9352889250199655
Country Similarity,0.5803539579581397
Geographical Features,0.27038802304098086
Language Family,0.06530013957337095
Digital Language Support,0.03448613443055623
Resource Level,0.030082159183437353
Language Vitality,0.01114495176700439
Population,0.010522327433451783
Script,0.00366072330229051
