Abstract Feature,SHAP value
Pre-train Data Percentage,2.919940839223178
Model Size,1.6330847757846698
Token Similarity,1.1595171800307138
Country Similarity,0.7721003910167294
Language Family,0.3404594691617368
Geographical Features,0.1533802352170221
Language Vitality,0.07098889681993031
Script,0.03154549256807715
Resource Level,0.014359429592409973
Population,0.0034048233735733302
Digital Language Support,0.0
