Abstract Feature,SHAP value
Model Size,10.499843515091824
Digital Language Support,5.827868268601194
Country Similarity,2.4974370048553953
Geographical Features,1.8664015042770912
Token Similarity,1.7697035704369475
Pre-train Data Percentage,1.170517689759462
Instruction Tune Data,0.10014149763257278
Resource Level,0.0963991466052375
Language Family,0.06427215394833148
Script,0.009329898214130236
Population,0.0
Language Vitality,0.0
