Abstract Feature,SHAP value
Model Size,0.14829896055634156
Pre-train Data Percentage,0.046127162087108105
Token Similarity,0.029577696910143437
Country Similarity,0.020735940987399875
Geographical Features,0.00876644490475091
Resource Level,0.0037602954640148156
Instruction Tune Data,0.001275308108897335
Language Family,0.0010622303418649842
Language Vitality,0.00017814983686623292
Script,0.0
Population,0.0
Digital Language Support,0.0
