Abstract Feature,SHAP value
Pre-train Data Percentage,0.07219369161098796
Token Similarity,0.05012163975912838
Model Size,0.03959552186859026
Country Similarity,0.026652560214133616
Language Family,0.02508559991837249
Geographical Features,0.01024010026459395
Script,0.004004816322622087
Resource Level,0.002231960129796057
Language Vitality,0.0004157978984220941
Digital Language Support,0.000373286692725806
Population,0.0001124393767787844
