Abstract Feature,SHAP value
Model Size,10.38392096880538
Pre-train Data Percentage,4.275011871592642
Token Similarity,3.1784559809449244
Digital Language Support,1.864354451535984
Country Similarity,1.6513896702536592
Geographical Features,0.7120828478863606
Language Family,0.4983902607333777
Instruction Tune Data,0.1843743203203075
Population,0.16262749029810614
Script,0.053526359327137465
Resource Level,0.028079065895997568
Language Vitality,0.0
