Abstract Feature,SHAP value
Model Size,0.0643930487499807
Pre-train Data Percentage,0.045001066430477105
Digital Language Support,0.016700545510277706
Geographical Features,0.006244492327577202
Token Similarity,0.006048427077614765
Country Similarity,0.0042970217890058015
Language Family,0.0010284359975090552
Instruction Tune Data,0.00037486149946476093
Resource Level,9.832818596150428e-05
Script,0.0
Population,0.0
Language Vitality,0.0
