Abstract Feature,SHAP value
Token Similarity,0.04778019946920786
Model Size,0.01796892528599352
Pre-train Data Percentage,0.012940196839036468
Country Similarity,0.011288009520420847
Script,0.006804857177033014
Language Family,0.005355994855463116
Geographical Features,0.004464998828140025
Resource Level,0.0019935591499655484
Digital Language Support,0.0005246359661478219
Population,0.0002046649462113587
Language Vitality,2.0872747627062993e-05
