Abstract Feature,SHAP value
Model Size,0.11127407143628817
Token Similarity,0.06599243259885504
Country Similarity,0.01886672775682198
Pre-train Data Percentage,0.018694587413321355
Geographical Features,0.0058076564022412035
Language Family,0.003427430075549328
Script,0.002919159866960109
Resource Level,0.001694596873573903
Digital Language Support,0.0006168045978247794
Language Vitality,0.00024714217309425963
Population,6.087271060207548e-05
