Abstract Feature,SHAP value
Pre-train Data Percentage,3.0944613698429233
Model Size,1.4839703009800256
Token Similarity,1.20501880053481
Country Similarity,0.6193525887337137
Geographical Features,0.17037667637852905
Script,0.16595005098153756
Language Family,0.0715893286431044
Language Vitality,0.017449980511756714
Digital Language Support,0.008423803076651882
Resource Level,0.008255039575281413
Population,0.0033289705547880676
