Abstract Feature,SHAP value
Model Size,16.86110134398861
Token Similarity,3.8947221001253602
Geographical Features,2.8247188694267296
Country Similarity,1.6284741400777152
Digital Language Support,1.324578700830873
Language Family,0.6241994348029627
Pre-train Data Percentage,0.4503222791574958
Script,0.17618757534364216
Instruction Tune Data,0.057385781831154746
Resource Level,0.01921145424538218
Language Vitality,0.011989660518769263
Population,0.0
