Abstract Feature,SHAP value
Model Size,1.5160752578935095
Token Similarity,1.2068257304323977
Pre-train Data Percentage,0.6896143161447537
Country Similarity,0.38661301480782295
Language Family,0.19505611627836064
Geographical Features,0.17864662611630783
Resource Level,0.14249809531819627
Digital Language Support,0.087634906108984
Language Vitality,0.02329624998336581
Script,0.0006580337618052281
Population,0.00041239387474697537
