Abstract Feature,SHAP value
Model Size,0.1478815015072608
Pre-train Data Percentage,0.02312942052428103
Token Similarity,0.021530649755145532
Language Family,0.0183711577357326
Country Similarity,0.014801420508564022
Geographical Features,0.005963279040286013
Digital Language Support,0.002567597596073658
Instruction Tune Data,0.0011213016571819964
Resource Level,0.0009187113795564048
Script,0.00031756904190609553
Population,9.895965593881184e-05
Language Vitality,1.122676042753786e-05
