Abstract Feature,SHAP value
Token Similarity,0.05137767070715563
Model Size,0.027672667373497783
Country Similarity,0.015602406319281748
Pre-train Data Percentage,0.015090717132352131
Script,0.007049109131863535
Geographical Features,0.006271542614995548
Language Family,0.003757641131363951
Resource Level,0.0022131650265294505
Digital Language Support,0.0013128763673431177
Language Vitality,0.0002449993594115374
Population,0.00013593120962672036
