Abstract Feature,SHAP value
Token Similarity,2.4762552478492093
Model Size,2.440307878417912
Pre-train Data Percentage,1.6921360276412445
Country Similarity,0.7582143359541569
Geographical Features,0.3122689671465248
Language Family,0.291911475464868
Script,0.1178412733965829
Resource Level,0.11097246654981573
Digital Language Support,0.019211282432506246
Language Vitality,0.003629816607315276
Population,0.0003588796580114806
