Abstract Feature,SHAP value
Model Size,16.87908613293828
Token Similarity,2.878680872733321
Country Similarity,1.3502356492477812
Geographical Features,1.3059186413169077
Pre-train Data Percentage,1.1162204943302143
Digital Language Support,0.6764630690097695
Language Family,0.5522661113509704
Script,0.22957081438378946
Instruction Tune Data,0.16069915467070106
Population,0.07320387074114301
Resource Level,0.03749100561347866
Language Vitality,0.003386670658976818
