Abstract Feature,SHAP value
Model Size,16.583473268547735
Token Similarity,3.473220086234347
Country Similarity,1.9530846554259895
Geographical Features,1.939864842370033
Pre-train Data Percentage,1.5888800993252254
Digital Language Support,0.7926885194702019
Script,0.39661731485840984
Language Family,0.17880206872623122
Population,0.13533331035879936
Instruction Tune Data,0.1334407794776922
Resource Level,0.04733238249100175
Language Vitality,0.0
