Abstract Feature,SHAP value
Pre-train Data Percentage,0.06627604378276462
Token Similarity,0.05029596089498323
Model Size,0.029967358619747076
Country Similarity,0.026948806222870193
Language Family,0.012407722943723597
Geographical Features,0.004705804719355699
Script,0.0006595333068548005
Resource Level,0.0005752884613750031
Language Vitality,0.00019127138388844544
Digital Language Support,0.00018267063392200878
Population,0.00010221591663176695
