Abstract Feature,SHAP value
Model Size,0.06399329782188845
Pre-train Data Percentage,0.045384611644037745
Language Family,0.009631021174002214
Token Similarity,0.0065239357814857015
Country Similarity,0.005718614075183819
Geographical Features,0.0028981544392146863
Digital Language Support,0.002778834102041005
Script,0.0008863823108557161
Instruction Tune Data,0.0006058068841606982
Resource Level,6.512595950148241e-05
Population,2.8275363092409176e-05
Language Vitality,0.0
