Abstract Feature,SHAP value
Token Similarity,0.05770280969890042
Pre-train Data Percentage,0.046869245304065006
Model Size,0.02899466586224948
Country Similarity,0.028157142359268347
Script,0.014624980790454652
Geographical Features,0.010920931086341098
Resource Level,0.0017420073543172293
Language Family,0.0012936809605885598
Digital Language Support,0.0007215208856644794
Population,0.0002722074856737538
Language Vitality,0.00014252394922965728
