Abstract Feature,SHAP value
Pre-train Data Percentage,0.07027130166602635
Token Similarity,0.050921446793483
Model Size,0.02921680126837726
Country Similarity,0.025461608046949094
Language Family,0.01599028563897205
Geographical Features,0.005081965243560808
Resource Level,0.0013080062232103781
Digital Language Support,0.0012689082346372782
Script,0.0012205680746459177
Language Vitality,0.00025028245897753393
Population,0.00012170576153825097
