Abstract Feature,SHAP value
Token Similarity,2.6481693549852094
Model Size,2.337205566361719
Pre-train Data Percentage,1.6516567658116528
Country Similarity,0.6434715510562253
Language Family,0.23545258926285015
Geographical Features,0.12579611861633205
Resource Level,0.034917886372751054
Digital Language Support,0.014531272575794181
Script,0.008563420563783411
Population,0.0
Language Vitality,0.0
