Abstract Feature,Importance
Pre-train Data Percentage,0.406382229501296
Token Similarity,0.32722874557379894
Country Similarity,0.10333580018727266
Model Size,0.08878205910707888
Language Family,0.03815468417738045
Geographical Features,0.030409384393456664
Script,0.002514856092316826
Resource Level,0.0019111619916504534
Language Vitality,0.000794739087545953
Digital Language Support,0.000332616261263939
Population,0.00015372362693918276
