Abstract Feature,Importance
Token Similarity,0.43653761705199773
Model Size,0.16613074815072776
Country Similarity,0.14738922067448657
Pre-train Data Percentage,0.1330766242011291
Geographical Features,0.0642936633070836
Script,0.02311416537283179
Language Family,0.01271775944926253
Resource Level,0.009802123510219888
Digital Language Support,0.004365274701089059
Language Vitality,0.0014946239369818658
Population,0.0010781796441901963
