Abstract Feature,Importance
Model Size,0.731582248233054
Token Similarity,0.08794671451726985
Country Similarity,0.06402768459456701
Geographical Features,0.05864109631931416
Pre-train Data Percentage,0.023736021444216385
Digital Language Support,0.01180130436589041
Language Family,0.007746649528531068
Instruction Tune Data,0.00630748910338563
Script,0.004759721908758904
Population,0.002420206322514871
Resource Level,0.0009894442609697802
Language Vitality,4.14194015278284e-05
