Abstract Feature,Importance
Model Size,0.6502412115015698
Token Similarity,0.09808794211696473
Country Similarity,0.09315227683298408
Pre-train Data Percentage,0.06715335616959188
Language Family,0.04417647940552396
Geographical Features,0.03431323195006146
Digital Language Support,0.006616296773477226
Instruction Tune Data,0.002273208607762983
Resource Level,0.0021717963926783123
Script,0.0016343328898461586
Population,0.00017298524184481534
Language Vitality,6.8821176946738754e-06
