Abstract Feature,Importance
Token Similarity,0.3868183481734295
Country Similarity,0.19946173983970608
Pre-train Data Percentage,0.18069088840467873
Model Size,0.0837999683287846
Script,0.08079807737311241
Geographical Features,0.047362311963993244
Language Family,0.011495185416485839
Digital Language Support,0.004528958916755022
Resource Level,0.003956151543830787
Population,0.0006292406913072032
Language Vitality,0.0004591293479166348
