Abstract Feature,Importance
Pre-train Data Percentage,0.5476851
Token Similarity,0.20118976
Country Similarity,0.11322748
Geographical Features,0.088537306
Language Family,0.02536086
Digital Language Support,0.008567249
Model Size,0.005597987
Language Vitality,0.0045088576
Population,0.0028471013
Resource Level,0.002114631
Script,0.00036364765
