Abstract Feature,Importance
Pre-train Data Percentage,0.39979435773408317
Token Similarity,0.23924444491111058
Country Similarity,0.16783913290494254
Model Size,0.11011539603641364
Geographical Features,0.05784444586266318
Language Family,0.009295607795265119
Resource Level,0.00791149301382314
Digital Language Support,0.003590010300383671
Script,0.0026989099637367395
Population,0.0009019939237896016
Language Vitality,0.000764207553788624
