Abstract Feature,Importance
Digital Language Support,0.56838953
Token Similarity,0.1252344
Country Similarity,0.113938436
Geographical Features,0.10191924
Pre-train Data Percentage,0.035265997
Model Size,0.029535228
Language Family,0.016764252
Resource Level,0.007382182
Instruction Tune Data,0.0013695662
Script,0.00020118749
Population,0.0
Language Vitality,0.0
