Abstract Feature,Importance
Pre-train Data Percentage,0.42533512944824187
Token Similarity,0.2336774476022485
Country Similarity,0.1668021030333082
Model Size,0.10320808507966193
Geographical Features,0.03342378719535886
Language Family,0.026342680659475187
Resource Level,0.006494864104203351
Digital Language Support,0.0023713722982195234
Language Vitality,0.0008684037778982159
Population,0.0008240745884668325
Script,0.0006520522129174211
