Abstract Feature,Importance
Token Similarity,0.5096306492361542
Pre-train Data Percentage,0.13927247010916374
Country Similarity,0.13108281334564098
Model Size,0.11303211056916358
Script,0.040689811316499326
Language Family,0.033531740602850836
Geographical Features,0.021672073750814893
Resource Level,0.006790631900245907
Digital Language Support,0.00213067554788137
Population,0.0021195076286087884
Language Vitality,4.751599297624388e-05
