Abstract Feature,Importance
Model Size,0.2736144411614626
Pre-train Data Percentage,0.23894518801974848
Token Similarity,0.2366110312185657
Country Similarity,0.16014059681557968
Geographical Features,0.04812626423671732
Language Family,0.02075586306001869
Language Vitality,0.010859742596939455
Digital Language Support,0.004284916074149693
Resource Level,0.0036580639718613722
Script,0.001990115691728141
Population,0.0010137771532287016
