Abstract Feature,Importance
Model Size,0.3394379242741264
Token Similarity,0.2275352108061766
Pre-train Data Percentage,0.22147497442339
Country Similarity,0.11879569861051592
Language Family,0.03711467874016626
Geographical Features,0.03261502968031552
Language Vitality,0.010271887496264488
Resource Level,0.008515807167584913
Script,0.0034600868350666194
Digital Language Support,0.0007071478698272341
Population,7.155409656618636e-05
