Abstract Feature,Importance
Pre-train Data Percentage,0.5594314
Language Family,0.2070025
Token Similarity,0.1007605
Script,0.06755764
Country Similarity,0.046884008
Geographical Features,0.011388033
Resource Level,0.003998846
Model Size,0.0017269698
Population,0.00066759804
Digital Language Support,0.000385839
Language Vitality,0.00019670402
