Abstract Feature,Importance
Model Size,0.5172960876087415
Pre-train Data Percentage,0.20947765377554606
Language Family,0.11435361836998345
Digital Language Support,0.0658376004085892
Country Similarity,0.036100713436950184
Token Similarity,0.028632786091820676
Geographical Features,0.023309360628104018
Instruction Tune Data,0.0035093497301791478
Script,0.0007436651353685472
Resource Level,0.0006598930154210449
Population,4.9678009162961095e-05
Language Vitality,2.9593790133258124e-05
