Abstract Feature,Importance
Pre-train Data Percentage,0.5230302
Token Similarity,0.18270342
Script,0.17877795
Language Family,0.06086814
Country Similarity,0.029416407
Geographical Features,0.013029926
Model Size,0.006033512
Resource Level,0.005180122
Digital Language Support,0.00089677813
Language Vitality,3.477883e-05
Population,2.8793263e-05
