Abstract Feature,Importance
Model Size,0.6847329941201226
Token Similarity,0.08743763837435295
Country Similarity,0.08585841122141198
Language Family,0.05713697521798971
Pre-train Data Percentage,0.05412466094337087
Geographical Features,0.029698501538863647
Resource Level,0.0004313168540161956
Instruction Tune Data,0.00035101101915637926
Script,0.0002284907107156578
Population,0.0
Language Vitality,0.0
Digital Language Support,0.0
