Abstract Feature,Importance
Token Similarity,0.36464151909853576
Pre-train Data Percentage,0.30739250985133404
Model Size,0.21483017291620962
Country Similarity,0.09509959773104597
Language Family,0.008026463958947813
Geographical Features,0.006272113130316062
Resource Level,0.002102468797468051
Digital Language Support,0.0008975097895820106
Script,0.0007376447265605752
Population,0.0
Language Vitality,0.0
